,entryId,content,date,entryUrl,type,favoriteCount,issueTitle,issueUrl,authorId,authorName,authorUrl,authorAvatar
2337,65617497.0,(bkz: rastgele harflerle gülmek),2017-01-16 11:21:00,https:/www.eksisozluk.com/entry/65617497,entry,1.0,aselsan'ın atom bombası durdurabilen silah yapması,https:/www.eksisozluk.com/aselsanin-atom-bombasi-durdurabilen-silah-yapmasi--5279822,1457709.0,cuzdanikicinidelenadam,https:/www.eksisozluk.com/biri/cuzdanikicinidelenadam,https://ekstat.com/img/default-profile-picture-light.svg
2338,65617509.0,yoooğğ aamınaa,2017-01-16 11:21:00,https:/www.eksisozluk.com/entry/65617509,entry,6.0,aselsan'ın atom bombası durdurabilen silah yapması,https:/www.eksisozluk.com/aselsanin-atom-bombasi-durdurabilen-silah-yapmasi--5279822,1681190.0,gullerin icinden,https:/www.eksisozluk.com/biri/gullerin-icinden,https://img.ekstat.com/profiles/gullerin-icinden-638100968963625336.jpg
2340,,sabah sabah kahkaha attırmıştır. *,,,,,,,,,,
2341,,"gerçi bunların ataları radrasyondan kaçarak kurtuluyordu, torunlarına da bu yakışır amk.",,,,,,,,,,
2342,65617541.0,(bkz: bu mu prens?),2017-01-16 11:23:00,https:/www.eksisozluk.com/entry/65617541,entry,0.0,aselsan'ın atom bombası durdurabilen silah yapması,https:/www.eksisozluk.com/aselsanin-atom-bombasi-durdurabilen-silah-yapmasi--5279822,1852536.0,aceken,https:/www.eksisozluk.com/biri/aceken,https://ekstat.com/img/default-profile-picture-light.svg
2343,65617564.0,4 km'de menzili varmış. ben tatmin oldum!,2017-01-16 11:24:00,https:/www.eksisozluk.com/entry/65617564,entry,5.0,aselsan'ın atom bombası durdurabilen silah yapması,https:/www.eksisozluk.com/aselsanin-atom-bombasi-durdurabilen-silah-yapmasi--5279822,805946.0,sinirliyim,https:/www.eksisozluk.com/biri/sinirliyim,https://img.ekstat.com/profiles/sinirliyim-637916949399537762.jpg
2344,65617566.0,"atom bombasi ulkemize karsi kullanildiginda cogumuz yok olacagiz. bu yuzden aselaan kardes, sana bu isi beceremedin diyemeyecegiz.",2017-01-16 11:24:00,https:/www.eksisozluk.com/entry/65617566,entry,0.0,aselsan'ın atom bombası durdurabilen silah yapması,https:/www.eksisozluk.com/aselsanin-atom-bombasi-durdurabilen-silah-yapmasi--5279822,1939433.0,ne rakisi sevim,https:/www.eksisozluk.com/biri/ne-rakisi-sevim,https://img.ekstat.com/profiles/ne-rakisi-sevim-637239756108493963.jpg
2345,65617603.0,ucuna da taramalı takılabilen silahtır. hem atom bombasını durduracak hem de taraya taraya gidecektir.,2017-01-16 11:25:00,https:/www.eksisozluk.com/entry/65617603,entry,9.0,aselsan'ın atom bombası durdurabilen silah yapması,https:/www.eksisozluk.com/aselsanin-atom-bombasi-durdurabilen-silah-yapmasi--5279822,1251843.0,redddadmiral,https:/www.eksisozluk.com/biri/redddadmiral,https://ekstat.com/img/default-profile-picture-light.svg
2346,65617636.0,(bkz: şimdi amerika düsünsün),2017-01-16 11:27:00,https:/www.eksisozluk.com/entry/65617636,entry,0.0,aselsan'ın atom bombası durdurabilen silah yapması,https:/www.eksisozluk.com/aselsanin-atom-bombasi-durdurabilen-silah-yapmasi--5279822,1614113.0,kertenkelecelal,https:/www.eksisozluk.com/biri/kertenkelecelal,https://ekstat.com/img/default-profile-picture-light.svg
2347,65617649.0,ya kardeşim yalakalık yapacaksınız diye ülkeyiyi dünyaya rezil etmeyin.,2017-01-16 11:27:00,https:/www.eksisozluk.com/entry/65617649,entry,1.0,aselsan'ın atom bombası durdurabilen silah yapması,https:/www.eksisozluk.com/aselsanin-atom-bombasi-durdurabilen-silah-yapmasi--5279822,1863331.0,ist66,https:/www.eksisozluk.com/biri/ist66,https://ekstat.com/img/default-profile-picture-light.svg
2348,65617660.0,buzdolabıdır o.,2017-01-16 11:28:00,https:/www.eksisozluk.com/entry/65617660,entry,2.0,aselsan'ın atom bombası durdurabilen silah yapması,https:/www.eksisozluk.com/aselsanin-atom-bombasi-durdurabilen-silah-yapmasi--5279822,1749060.0,sanfransiskolu mufettis,https:/www.eksisozluk.com/biri/sanfransiskolu-mufettis,https://ekstat.com/img/default-profile-picture-light.svg
2349,,(bkz: indiana jones and the kingdom of the crystal skull),,,,,,,,,,
2350,65617720.0,üniversite mezunları da dahil epey bir inananı vardır.,2017-01-16 11:31:00,https:/www.eksisozluk.com/entry/65617720,entry,2.0,aselsan'ın atom bombası durdurabilen silah yapması,https:/www.eksisozluk.com/aselsanin-atom-bombasi-durdurabilen-silah-yapmasi--5279822,13346.0,electricities,https:/www.eksisozluk.com/biri/electricities,https://ekstat.com/img/default-profile-picture-light.svg
2352,,ya da daha kötüsü yalan olduğunu bilip yine de inanmış gibi görünen aşağılık da çoktur.,,,,,,,,,,
2353,81120079.0,bir mr teknikeri olarak dileğim hata vermemesi ve güzel applike edilmesi yoksa fazla hata verir hem hastayı hem teknikeri yorar.umarım hız konusundada iyi olur.,2018-09-09 17:05:00,https:/www.eksisozluk.com/entry/81120079,entry,0.0,aselsan mr,https:/www.eksisozluk.com/aselsan-mr--5780671,1842911.0,zamqi,https:/www.eksisozluk.com/biri/zamqi,https://img.ekstat.com/profiles/zamqi-636604622513952227.jpg
2354,81120463.0,motoru yerli değilse beşş para etmez(!),2018-09-09 17:22:00,https:/www.eksisozluk.com/entry/81120463,entry,0.0,aselsan mr,https:/www.eksisozluk.com/aselsan-mr--5780671,1663109.0,fueled by ramen,https:/www.eksisozluk.com/biri/fueled-by-ramen,https://img.ekstat.com/profiles/fueled-by-ramen-636589077572926202.jpg
2355,81120467.0,bu işte en önemli kısım maliyettir. eger maliyet azalacaksa olmasını dilediğim haberdir. aselsan gibi firmaların mikrochip üretmesi şart.,2018-09-09 17:22:00,https:/www.eksisozluk.com/entry/81120467,entry,0.0,aselsan mr,https:/www.eksisozluk.com/aselsan-mr--5780671,1892395.0,allah belani versin amin tanrimiz,https:/www.eksisozluk.com/biri/allah-belani-versin-amin-tanrimiz,https://img.ekstat.com/profiles/allah-belani-versin-amin-tanrimiz-638408326729898098.jpg
2356,81120531.0,"bu mr cihazı, ge tarafından patenti elli yıl evvel alınan ve schneider tarafından her sene milyonlarca dolar patent hakkı ödenen mr cihazı mıdır?",2018-09-09 17:25:00,https:/www.eksisozluk.com/entry/81120531,entry,3.0,aselsan mr,https:/www.eksisozluk.com/aselsan-mr--5780671,1463725.0,romendiogen,https:/www.eksisozluk.com/biri/romendiogen,https://img.ekstat.com/profiles/romendiogen-636350303335529762.jpg
2357,,ilginç...,,,,,,,,,,
2358,81120547.0,helal olsun! enseyi karartmadan bu tip işlere para yatıralım.,2018-09-09 17:26:00,https:/www.eksisozluk.com/entry/81120547,entry,4.0,aselsan mr,https:/www.eksisozluk.com/aselsan-mr--5780671,1224529.0,lifequitin,https:/www.eksisozluk.com/biri/lifequitin,https://img.ekstat.com/profiles/lifequitin-637581698890610463.jpg
2360,,kimseye faydası olmayan rant projelerine ve kımıl zararlısı milyonlarca göçmene harcanacak paramız yok!,,,,,,,,,,
2362,,sınırlı kaynaklarımızı bu tip arge projelerine yönlendirir isek bir tweet ile ekonomimiz çökmez biz de gönül rahatlığı ile gevrek gevrek “ehonomi çoh eyi yigenim” diyebiliriz.,,,,,,,,,,
2363,81120771.0,mr da çıkan tümöre alçak irtifa savunma füzesi gönderip sorunu kökten çözecektir,2018-09-09 17:36:00,https:/www.eksisozluk.com/entry/81120771,entry,0.0,aselsan mr,https:/www.eksisozluk.com/aselsan-mr--5780671,1189876.0,some kind of architect,https:/www.eksisozluk.com/biri/some-kind-of-architect,https://ekstat.com/img/default-profile-picture-light.svg
2365,,şaka bir yana güzel girişim,,,,,,,,,,
2366,81120837.0,devlet hastanelerinde ve de tıp fakültelerinde eskimiş mr cihazlarının yerine bile kullanılda yeterli olacaktır.,2018-09-09 17:38:00,https:/www.eksisozluk.com/entry/81120837,entry,0.0,aselsan mr,https:/www.eksisozluk.com/aselsan-mr--5780671,1892325.0,mhgpolip84,https:/www.eksisozluk.com/biri/mhgpolip84,https://img.ekstat.com/profiles/mhgpolip84-637771600346929492.jpg
2368,,"zaten ilk sonuçları 1,5-2 yıl gibi süre sonra alınacakmış.",,,,,,,,,,
2370,,defibrilatör cihazı içinde yerli firmalarla işbirliği yapılacakmış.,,,,,,,,,,
2371,81120976.0,mr falan yapamaz aselsan. tansiyon aleti yapsınlar yeter. yada kulaktan ateş ölçer.,2018-09-09 17:44:00,https:/www.eksisozluk.com/entry/81120976,entry,0.0,aselsan mr,https:/www.eksisozluk.com/aselsan-mr--5780671,2287902.0,patron olcam ben ya,https:/www.eksisozluk.com/biri/patron-olcam-ben-ya,https://ekstat.com/img/default-profile-picture-light.svg
2372,81121025.0,onlarca yildir mevcut olan bir teknolojiyi uretmeye baslamak takdir edilmesi ama yuceltilmemesi ve uzerinden ideolojik prim yapilmamasi gerekmekte olan bir durumdur.,2018-09-09 17:46:00,https:/www.eksisozluk.com/entry/81121025,entry,0.0,aselsan mr,https:/www.eksisozluk.com/aselsan-mr--5780671,26760.0,wywh,https:/www.eksisozluk.com/biri/wywh,https://ekstat.com/img/default-profile-picture-light.svg
2373,81121255.0,(bkz: asmr),09.09.2018 17:55 ~ 18:07,https:/www.eksisozluk.com/entry/81121255,entry,0.0,aselsan mr,https:/www.eksisozluk.com/aselsan-mr--5780671,1750362.0,archimedes of syracuse,https:/www.eksisozluk.com/biri/archimedes-of-syracuse,https://img.ekstat.com/profiles/archimedes-of-syracuse-637781860133404135.jpg
2375,,hastaların kulağına fısıldayarak mı iyileştireceklermiş?,,,,,,,,,,
2376,26321968.0,türkiye'deki bir şirketin teknolojik olarak gidebileceği mesafeyi bilen bünyeler tarafından komplo teorilerine inandıramayacak intiharlardır.,2011-11-27 18:50:00,https:/www.eksisozluk.com/entry/26321968,entry,0.0,aselsan intiharları,https:/www.eksisozluk.com/aselsan-intiharlari--1649898,858822.0,atieng,https:/www.eksisozluk.com/biri/atieng,https://ekstat.com/img/default-profile-picture-light.svg
2377,26322003.0,25 tane entry var. 5 kisi aselsan'da calismis veya calisan yakini var. tabi yerseniz. sanki turkiye'de degil de silikon vadisi'nde yasiyoruz. herkes ilim irfan pesinde. bu dedikoducu kafayla nokia3310 bile uretemeyiz. turk halkinin ne kadar gereksiz seylerle ugrastiginin ispatidir.,2011-11-27 18:53:00,https:/www.eksisozluk.com/entry/26322003,entry,1.0,aselsan intiharları,https:/www.eksisozluk.com/aselsan-intiharlari--1649898,743567.0,nokya,https:/www.eksisozluk.com/biri/nokya,https://ekstat.com/img/default-profile-picture-light.svg
2378,26322046.0,"f-16'lardaki iff sistemi aiff oldu, lru da yenisiyle değiştirildi. kim bilir daha ne genç mühendisler intihar edecek?",2011-11-27 18:59:00,https:/www.eksisozluk.com/entry/26322046,entry,0.0,aselsan intiharları,https:/www.eksisozluk.com/aselsan-intiharlari--1649898,509818.0,feversea,https:/www.eksisozluk.com/biri/feversea,https://ekstat.com/img/default-profile-picture-light.svg
2379,,(bkz: ya bi siktirin gidin),,,,,,,,,,
2381,,"bu muhabbet çok su götürür de, ben yazacakken bir arkadaş iff mevzusunun esasen ne olduğundan kabaca bahsetmiş;",,,,,,,,,,
2382,,(bkz: #25349710),,,,,,,,,,
2383,26322114.0,"3 mühendisin ölümüyle alakalı olanların intihar olduğu konusunda şüphe yok, en azından çalışanlar arasında. eğer burada sözlükçüler aselsan'daki mühendislerden daha bilgililerse bu konuda o zaman işler değişir tabii!",27.11.2011 19:08,https:/www.eksisozluk.com/entry/26322114,entry,0.0,aselsan intiharları,https:/www.eksisozluk.com/aselsan-intiharlari--1649898,823642.0,calculus119,https:/www.eksisozluk.com/biri/calculus119,https://ekstat.com/img/default-profile-picture-light.svg
2385,,"orada çalışan mühendisler ciddi anlamda üst düzey mühendisler, yaptıkları işler çok üst düzey. eğer çalışanlar arasında cinayet şüphesi olsaydı, bu üst düzey mühendisler aselsan'da çalışmaya devam ederler miydi? aselsan'da mühendis kalır mıydı?",,,,,,,,,,
2387,,"ekşicilere çakarlardı da sebebini anlayamazdım, demek ki bilmeden yorum yapan insan yoğunluğu yüzündenmiş.",,,,,,,,,,
2389,,"benim de birkaç komplo teorim var, buyrun:",,,,,,,,,,
2391,,"-olm adamlar amerikayı havaya uçuracaklarmış, mossad öldürmüş, kgb de gömmüş lan.",,,,,,,,,,
2393,,"-bu intihar eden herifler var ya iran'ı vuracaklarmış, çin neden bizi vurmuyorsun bir sürü insan var demiş, ankaragüçlüler melih gökçek'e sinirlenmişler, yolda bu adamcağızları görüp bıçaklamışlar.",,,,,,,,,,
2395,,"-lan bu adamlar şikeciymiş, emenikeyle görüşmüşler, maradona öldürmüş bunları.",,,,,,,,,,
2397,,"-bu adamlar iphone'un daha iyisini üretmişler, htc bize katılın demiş, samsung da öldürmüş lan bu adamları.",,,,,,,,,,
2398,26322145.0,zamanında sektöre ciddi şekilde uçak üreten fabrikanın kapatılıp traktör fabrikasına çeviren insanların soyundan gelenlerin planlı suikastidir.,2011-11-27 19:12:00,https:/www.eksisozluk.com/entry/26322145,entry,1.0,aselsan intiharları,https:/www.eksisozluk.com/aselsan-intiharlari--1649898,115627.0,seljax,https:/www.eksisozluk.com/biri/seljax,https://img.ekstat.com/profiles/seljax-637775765939191778.jpg
2400,,devrim arabası projesine harcanan 1.2 milyon lirayı çok bulup aynı yıl atlı birliklerin kapatılmasına rağmen hazineden at nesli islahı adına 12 milyon liranın ayrılması da aynı insanların eylemidir.,,,,,,,,,,
2401,26322232.0,"""kim sikler lan mühendisleri ben bilgisayar başında daha iyisini biliyorum, aselsan'daki mühendisler gerizekalı"".",2011-11-27 19:20:00,https:/www.eksisozluk.com/entry/26322232,entry,0.0,aselsan intiharları,https:/www.eksisozluk.com/aselsan-intiharlari--1649898,823642.0,calculus119,https:/www.eksisozluk.com/biri/calculus119,https://ekstat.com/img/default-profile-picture-light.svg
2403,,"türkiye'nin ilerleyemeyecek olmasının sebeplerinden birisi bu işte, herkes bilmediği konularda yorum yapmayı başarı sayıyor.",,,,,,,,,,
2405,,"o 3 mühendis türkiye'yi dünya lideri yapacaktı olm, adamları kestiler bu durumdayız işte. zamanında bülent ersoy da dünya çapında yıldız olacaktı önünü kestiler.",,,,,,,,,,
2406,26322262.0,kozmosun tesadüflerinden bir diğeridir... yersen!,2011-11-27 19:24:00,https:/www.eksisozluk.com/entry/26322262,entry,0.0,aselsan intiharları,https:/www.eksisozluk.com/aselsan-intiharlari--1649898,19582.0,spacetimereality,https:/www.eksisozluk.com/biri/spacetimereality,https://ekstat.com/img/default-profile-picture-light.svg
2407,26322333.0,"insanlar resmen delirmiş. koskoca savaş aletlerini bir kaç kişinin oturup ""icat ettiğini"" düşünüyorlar herhalde. allah bilir, iphone'u falan da steve jobs'ın elinde havya ile lehimlediğini düşünüyorlardır... maalesef şöyle bir gerçek var: kimse artık hamamda yıkanırken suyun kaldırma kuvvetini veya kafasına elma düşünce yer çekimi kanununu bulmuyor. günümüzün kompleks mühendislik problemleri ""bir ekibin"" uzun süreler boyunca çalışmasını gerektiriyor.",2011-11-27 19:33:00,https:/www.eksisozluk.com/entry/26322333,entry,1.0,aselsan intiharları,https:/www.eksisozluk.com/aselsan-intiharlari--1649898,378470.0,tostumu yedim bekliyorum,https:/www.eksisozluk.com/biri/tostumu-yedim-bekliyorum,https://ekstat.com/img/default-profile-picture-light.svg
2409,,"şimdi aselsan'a giderseniz, mesela akyurt'taki kampüsüne, her biri futbol sahası büyüklüğünde bloklar vardır. bu blokların her birinde belirli bir birim altında çalışan insanlar vardır ki bunların hiç öyle science-fiction bir görüntüsü yoktur, gayet senin benim gibi, işinde gücünde olan insanlardır. bu insanlar bağlı oldukları birime verilen proje yada projeleri ""takım halinde"" yaparlar. o takımdan bir iki kişinin çıkması (yada öldürülmesi diyelim), yapılan işi engellemez, muhtemelen biraz yavaşlatır. tıpkı diğer şirketlerde olduğu gibi... çünkü o bir iki kişi, işten ayrıldıklarında tüm işi durduracak kadar kritik bilgi sahibi olursa takım halinde çalışmanın bir mantığı olmaz. zaten yapılan iş buna elvermeyecek kadar komplekstir. diğer bir senaryo; tüm o işi yapan tüm ekibin işten çıkması yada öldürülmesidir. bu durumda işler hakikaten aksayacaktır ama o zamana kadar yapılan iş ve projenin detayları, mühendislik prensipleri gereği dökümante edildiğinden, kabacası kağıtlara yazıldığından dolayı yerine gelen ekip işe kalınan yerden devam edebilir. üçüncü bir senaryo; takımdaki kişilerden zorla bilgi edindikten sonra, bu kişilerin öldürülmesidir. bu eylemi yapabilecek kudretteki ülkeler, gizli servisler vs. (özelde abd ve israil'den bahsediliyorsa eğer) zaten aselsan'da yapılan herşeyi kendileri yapabildiklerinden dolayı bu senaryo anlamsız olurdu. diğer ülke ve kurumların da ilk senaryoda belirttiğim nedenlerden dolayı bir iki kişiden alabileceği bilgi sınırlıdır, dolayısıyla bu da anlamsızdır.",,,,,,,,,,
2411,,"yine de bir an için komplo teorilerine inanmaya devam edelim. o zaman şu soruyu sormak gerekir: bu olaylardan sonra aselsan'ın hangi projesi engellendi? cevap veriyorum: hiç! bu şirkette yapılan projelerden bazılarına abd ve bazı ab ülkelerinden teknoloji transferi yapıldığını yani bir nevi bu ülkelerin aselsan'a yardım ettiğini ve hatta tam tersinin de olduğunu biliyor musunuz? bunlar, aselsan'ın kendi yayımladığı dergide yazan şeyler. aynı dergide aselsan'ın yaptığı ve yapmayı planladığı projeler de gayet açık bir biçimde yazıyor. artık vazgeçseniz bu şirkete 51. bölge muamelesi yapmaktan?",,,,,,,,,,
2413,,"bu insanların aileleri, arkadaşları var tıpkı sizinkiler gibi... mezardakileri rahat bırakmıyorsunuz, bari yaşayanları rahat bırakın.",,,,,,,,,,
2414,26322463.0,"artik tam komedi. turkiye'de dinlenmeyen kurum kalmamis hala gizli projelerden bahsediliyor. genelkurmay baslani'nin ""dikkat edin dinlenmeyin"" tarzinda yaptigi ve muhtemeldir ki en guvenli yerin bile dinlendigi bir memlekette hangi proje, abd'nin haberi olmadan yuruyebilir sizce ? allah bilir aselsan'da ""save""lenen herseyin bir kopyasi da es zamanli olarak abd'de aliniyordur. biz henuz 3 tane elektrik devresi yapiyorken adamlar uzaya sayisiz uydu gondermisti bile. biraz gercekci olun.",2011-11-27 19:50:00,https:/www.eksisozluk.com/entry/26322463,entry,0.0,aselsan intiharları,https:/www.eksisozluk.com/aselsan-intiharlari--1649898,743567.0,nokya,https:/www.eksisozluk.com/biri/nokya,https://ekstat.com/img/default-profile-picture-light.svg
2415,26322520.0,birbirini sikme gayretindeki insanlara malzeme vermiş besbelli. yok çok süperlerdi... yok tek başına ne yapabilirler... yok ben de o işte çalışıyorum hacılar...,2011-11-27 19:55:00,https:/www.eksisozluk.com/entry/26322520,entry,0.0,aselsan intiharları,https:/www.eksisozluk.com/aselsan-intiharlari--1649898,103644.0,fitneci,https:/www.eksisozluk.com/biri/fitneci,https://img.ekstat.com/profiles/fitneci-637944658551695448.jpg
2417,,adamlar kendinden o kadar emin ki genelkurmay başkanının 3 gün önceki demecini tereddütsüz yalanlıyor:,,,,,,,,,,
2419,,"""'f-16'ların uçuş sistemi ve silahlarını tamamen kontrol eden bilgisayar programı f-16'ların kaynak kodları abd tarafından türkiye'ye verilecek mi?' sorusu üzerine özel, ""hava kuvvetleri komutanlığı envanterinde bulunan f-16 uçakları üzerinde devam eden modernizasyon çalışması kapsamında uçaklara yeni görev bilgisayarları entegre edilmektedir. f-16 kaynak kodlarını kullanarak yazılımda değişiklik yapma kabiliyetinin kazanılması amacıyla abd tarafı ile görüşmelere devam edilmektedir"" dedi.""",,,,,,,,,,
2420,81729079.0,götünden sallamanın ek güzel örneğidir.,28.09.2018 10:03 ~ 10:07,https:/www.eksisozluk.com/entry/81729079,entry,1.0,aselsan cep telefonlarını kvk engelledi iddiası,https:/www.eksisozluk.com/aselsan-cep-telefonlarini-kvk-engelledi-iddiasi--5798473,545910.0,what makes you think i m not a superhero,https:/www.eksisozluk.com/biri/what-makes-you-think-i-m-not-a-superhero,https://img.ekstat.com/profiles/what-makes-you-think-i-m-not-a-superhero-637769790461965271.jpg
2422,,yoktur.,,,,,,,,,,
2424,,"aselsan cep telefonlarının piyasada tutunamamasının sebebi ""economy of scale"" denen olaydır.",,,,,,,,,,
2426,,başka da bir bok değildir.,,,,,,,,,,
2427,81731676.0,"buralar değerlenir. önce videoyu izlemiştim, başlığını açmışlar mı diye aradım ve buldum. bu videoyu hazırlayan abinin başına bir iş gelmezse iyidir. çünkü iddianın boyutu videonun tamamı izlendiğinde o kadar iyi anlaşılıyor ki, şu anda dünya devi olma ihtimali varmış resmen.",2018-09-28 11:33:00,https:/www.eksisozluk.com/entry/81731676,entry,0.0,aselsan cep telefonlarını kvk engelledi iddiası,https:/www.eksisozluk.com/aselsan-cep-telefonlarini-kvk-engelledi-iddiasi--5798473,1436674.0,mesaj at,https:/www.eksisozluk.com/biri/mesaj-at,https://ekstat.com/img/default-profile-picture-light.svg
2429,,tanım: daha önce duymadığım bir iddia.,,,,,,,,,,
2430,81733184.0,kvk nın bir k sı hapiste şu anda,2018-09-28 12:29:00,https:/www.eksisozluk.com/entry/81733184,entry,0.0,aselsan cep telefonlarını kvk engelledi iddiası,https:/www.eksisozluk.com/aselsan-cep-telefonlarini-kvk-engelledi-iddiasi--5798473,1794170.0,medetres,https:/www.eksisozluk.com/biri/medetres,https://ekstat.com/img/default-profile-picture-light.svg
2431,82114719.0,iddia iyi hoş da biraz düşünelim.,2018-10-09 01:04:00,https:/www.eksisozluk.com/entry/82114719,entry,2.0,aselsan cep telefonlarını kvk engelledi iddiası,https:/www.eksisozluk.com/aselsan-cep-telefonlarini-kvk-engelledi-iddiasi--5798473,1509154.0,okumus coban,https:/www.eksisozluk.com/biri/okumus-coban,https://ekstat.com/img/default-profile-picture-light.svg
2433,,bir şirket olarak uğraşacaksın bir sürü arge falan yapıp güzel bir ürün üreteceksin.,,,,,,,,,,
2435,,sonra dağıtıcı firmanın teki gelecek ona ürünleri vereceksin satsın diye o da satmayacak. iki seçenek var:,,,,,,,,,,
2436,,-ya dağıtıcı firma ürünü satmayacak parasını da vermeyecek şirketinize,,,,,,,,,,
2437,,-ya da satmış gibi yapıp parasını verecek.,,,,,,,,,,
2439,,ilk ihtimalde en geç bir ay sonra duruma ayıkıp satmak için farklı bir yola gitmez misiniz?,,,,,,,,,,
2440,,ikinci ihtimalde zaten satılıyor olduğu için sürekli üretim yapmaz mısınız?,,,,,,,,,,
2442,,ki yıl 1998 99 falan. aselsan tskgv ye bağlı bir şirket. dolayısıyla tsk ya. o dönemde türkiyede tsk ya bağlı bir şirketin parasına çökmek veya ürününün dağıtımını yapmamak biraz g.t ister.,,,,,,,,,,
2444,,onun için bana pek inandırıcı gelmeyen bir şehir efsanesi olarak kalacaktır bu iddia.,,,,,,,,,,
2446,,aselsanda o dönemlerde veya sonrasında çalışmış durumun tam sebebini bilen kişiler de bir gün gelip aydınlatacaktır bizi.,,,,,,,,,,
2447,83617379.0,(#81021968),2018-11-23 14:33:00,https:/www.eksisozluk.com/entry/83617379,entry,2.0,aselsan cep telefonlarını kvk engelledi iddiası,https:/www.eksisozluk.com/aselsan-cep-telefonlarini-kvk-engelledi-iddiasi--5798473,1629005.0,alfaneox,https:/www.eksisozluk.com/biri/alfaneox,https://img.ekstat.com/profiles/alfaneox-636562931942999452.jpg
2448,49775384.0,türkiye'ye yakışandır. çok doğru bir harekettir. ben tatmin oldum.,2015-03-11 22:56:00,https:/www.eksisozluk.com/entry/49775384,entry,0.0,akp'nin aselsan cinayetleri önergesini reddetmesi,https:/www.eksisozluk.com/akpnin-aselsan-cinayetleri-onergesini-reddetmesi--4721280,1151263.0,m materazzi,https:/www.eksisozluk.com/biri/m-materazzi,https://ekstat.com/img/default-profile-picture-light.svg
2449,81792630.0,(bkz: aselsan intiharları/@poturgilinpotur),2018-09-30 06:19:00,https:/www.eksisozluk.com/entry/81792630,entry,0.0,akp'nin aselsan cinayetleri önergesini reddetmesi,https:/www.eksisozluk.com/akpnin-aselsan-cinayetleri-onergesini-reddetmesi--4721280,24279.0,poturgilinpotur,https:/www.eksisozluk.com/biri/poturgilinpotur,https://img.ekstat.com/profiles/poturgilinpotur-638529633872605319.jpg
2450,113604231.0,2020 yılı aday mühendislik ve iş başvurusunda yapılan bir kişilik özelliği testinde insanlar kişilik özellikleri yüzünden elenmiş ve bazı özelliklerinin aselsanda çalışmaya yetmeyeceği belirtilmiştir. tabi asla bunun torpile kılıf olarak uydurulduğunu söylemeye çalışmıyorum. zaten özel bir şirket tarafından yapılan kişilik testinde insanların kişilik özellikleri o işte çalışmaya yetmeyebilir. insanlar zaten asla kişiliklerini yansıtacak şekilde davranmayıp o şirkete uygun olarak davranmalıdırlar. :d,2020-09-28 18:39:00,https:/www.eksisozluk.com/entry/113604231,entry,0.0,#aselsan başvurusunda kişilik testi rezaleti,https:/www.eksisozluk.com/aselsan-basvurusunda-kisilik-testi-rezaleti--6684499,1891198.0,minun,https:/www.eksisozluk.com/biri/minun,https://img.ekstat.com/profiles/minun-637298825645051273.jpg
2451,24683808.0,99 kanallı tam bant çalışabilen gelişmiş mikroişlemci kontrollü vhf fm analog 25w araç telsizi.,2011-07-26 16:11:00,https:/www.eksisozluk.com/entry/24683808,entry,1.0,aselsan 4021,https:/www.eksisozluk.com/aselsan-4021--2950639,942890.0,cal suna bi duduk,https:/www.eksisozluk.com/biri/cal-suna-bi-duduk,https://img.ekstat.com/profiles/cal-suna-bi-duduk-638443996360369786.jpg
2452,,uhf için (bkz: aselsan 4025),,,,,,,,,,
2453,39440447.0,"giriş parolasının eppromunun 0x054e adresinden başlayarak 5 byte boyunca yazılı olduğunu bulduğum telsiz. hurdacıdan almıştım. enerji verildiğinde parola sorduğu için adam cihazı çalıştıramamış bir işe yaramaz diye ucuza satmıştı. bulmak çok uzun sürdü ""0x02 , 0x05 , 0x08 , 0x08 , 0x08"" kim girmişse şifresi 25888 imiş artık bu rakamları hayatta unutmam.",04.01.2014 21:15 ~ 05.01.2014 19:28,https:/www.eksisozluk.com/entry/39440447,entry,2.0,aselsan 4021,https:/www.eksisozluk.com/aselsan-4021--2950639,586822.0,smit,https:/www.eksisozluk.com/biri/smit,https://img.ekstat.com/profiles/smit-636386522895448328.jpg
2454,80759572.0,"sonunda sahip olabildiğim, özellikle tarama özelliği sayesinde gönülleri fetheden telsiz.",2018-08-29 17:05:00,https:/www.eksisozluk.com/entry/80759572,entry,1.0,aselsan 4021,https:/www.eksisozluk.com/aselsan-4021--2950639,1188278.0,sethi ullman,https:/www.eksisozluk.com/biri/sethi-ullman,https://img.ekstat.com/profiles/sethi-ullman-638485922629446556.jpg
2455,77278379.0,millete roket atar filan satacakmis gibi reklam vermisler. baglantisi,2018-05-23 21:13:00,https:/www.eksisozluk.com/entry/77278379,entry,2.0,aselsan reklamı,https:/www.eksisozluk.com/aselsan-reklami--5662640,1661301.0,medelline,https:/www.eksisozluk.com/biri/medelline,https://ekstat.com/img/default-profile-picture-light.svg
2456,77278585.0,roketatar değil de hisse senedi satacaklar onun reklamı. ikinci halka arz aşamasında olan şirket. bugün hisse senetleri işleme kapatıldı. talep topluyorlar.,2018-05-23 21:20:00,https:/www.eksisozluk.com/entry/77278585,entry,14.0,aselsan reklamı,https:/www.eksisozluk.com/aselsan-reklami--5662640,1007849.0,hayir bu koyden olsam nolcak,https:/www.eksisozluk.com/biri/hayir-bu-koyden-olsam-nolcak,https://img.ekstat.com/profiles/hayir-bu-koyden-olsam-nolcak-638473155871736692.jpg
2458,,şu an 150 milyon adet hissesi piyasada. 140 milyon daha satışa sunulacak.,,,,,,,,,,
